full_name,id,barcode,abs_type,belt_length,belt_type,car_brands,compatibility,compatible_cars,diameter,dimension,disc_size,drive_type,engine_code,engine_displacement,fuel_type,main_category,material,part_number,position,sub_category,transmission_type,width,year_from,year_to
ניפל מים מזדה 3 + לנטיס,,,,,,['Mazda'],"['ניפל מים מזדה 3', 'לנטיס']","Mazda: Mazda3, Mazda: Lantis",,,,,,,,Cooling,,,,Nipple Fitting,,,,
נעליים אחורי גטס,,,,,,['Hyundai'],,Hyundai: Getz,,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,,
נעליים אחורי גנט בודד קרפטר + ספרינטר מ07,,,,,,"['Mercedes', 'Volkswagen']","['נעליים אחורי גנט בודד קרפטר', 'ספרינטר מ07']","Mercedes: Sprinter, Volkswagen: Crafter",,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,2007,
נעליים אחורי דימקס עד 11,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,,2011
נעליים אחורי היילקס עד 05,,,,,,['Toyota'],,Toyota: Hilux,,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,,2005
נעליים אחורי ויגו מ06,,,,,,['Toyota'],,Toyota: Hilux Vigo,,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,2006,
נעליים אחורי טרנו + טרנזיט מ01,,,,,,"['Nissan', 'Ford']","['נעליים אחורי טרנו', 'טרנזיט מ01']","Ford: Transit, Nissan: Terrano",,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,2001,
נעליים אחורי ספייס סטאר + אטראג,,,,,,['Mitsubishi'],"['נעליים אחורי ספייס סטאר', 'אטראג']","Mitsubishi: Attrage, Mitsubishi: Space Star",,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,,
נעליים אחורי פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,2006,
נעליים אחורי קרפטר + ספרינטר מ07,,,,,,"['Mercedes', 'Volkswagen']","['נעליים אחורי קרפטר', 'ספרינטר מ07']","Mercedes: Sprinter, Volkswagen: Crafter",,,,,,,,Brake,,,Rear,Rear Brake Shoes,,,2007,
נעליים הנטר מ07 מ12 דימקס,,,,,,"['Isuzu', 'Mitsubishi']",,"Isuzu: D-Max, Mitsubishi: Hunter",,,,,,,,,,,,,,,2007,
נפח 1.1 I10 טרמוסטט,,,,,,['Hyundai'],,Hyundai: i10,,,,,,1.1 L,,Cooling,,,,Thermostat,,,,
נשם אוקטביה מ13 1.8 + 2.0 CJS,,,,,,['Skoda'],"['נשם אוקטביה מ13 1.8', '2.0 CJS']",Skoda: Octavia,,,,,CJS,1.8 L,,Engine,,,,Crankcase Vent,,,2013,
נשם אוקטביה מ17 נפח 1.5,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.5 L,,Engine,,,,Crankcase Vent,,,2017,
סדרה 2 מ15 + X1 דסקיות אחורי,,,,,,['BMW'],"['סדרה 2 מ15', 'X1 דסקיות אחורי']","BMW: X1, BMW: 2 Series",,,,,,,,Brake,,,Rear,Brake Discs,,,2015,
סונטה + פלגים סורנטו 2.5 מ21,,,,,,"['Kia', 'Hyundai']","['סונטה', 'פלגים סורנטו 2.5 מ21']","Hyundai: Sonata, Kia: Sorento",,,,,,2.5 L,,Ignition,,,,Spark Plugs,,,2021,
סט אוברהול מושלם אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Engine,,,,Overhaul Kit,,,2007,
סט אטמים טיימינג 1.8 + 2.0 CJS,,,,,,[],"['סט אטמים טיימינג 1.8', '2.0 CJS']",,,,,,CJS,1.8 L,,,,,,,,,,
סט טיימינג + מ.מים אוקטביה מ13 דיזל 1.6,,,,,,['Skoda'],"['סט טיימינג', 'מ.מים אוקטביה מ13 דיזל 1.6']",Skoda: Octavia,,,,,,1.6 L,Diesel,Engine,,,,Timing Belt Kit,,,2013,
סט טיימינג + מ.מים ברלינגו 1.5 מ19,,,,,,['Citroen'],"['סט טיימינג', 'מ.מים ברלינגו 1.5 מ19']",Citroen: Berlingo,,,,,,1.5 L,,Engine,,,,Timing Belt Kit,,,2019,
סט טיימינג + מ.מים ברלינגו מ10,,,,,,['Citroen'],"['סט טיימינג', 'מ.מים ברלינגו מ10']",Citroen: Berlingo,,,,,,,,Engine,,,,Timing Belt Kit,,,2010,
סט טיימינג + מ.מים ברלינגו מ15 מקורי,,,,,,['Citroen'],"['סט טיימינג', 'מ.מים ברלינגו מ15 מקורי']",Citroen: Berlingo,,,,,,,,Engine,,,,Timing Belt Kit,,,2015,
סט טיימינג 1.2 + 1.4 CJZ,,,,,,[],"['סט טיימינג 1.2', '1.4 CJZ']",,,,,,CJZ,1.2 L,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג 1.6 HDI ברלינגו מ06,,,,,,['Citroen'],,Citroen: Berlingo,,,,,HDI,1.6 L,,Engine,,,,Timing Belt Kit,,,2006,
סט טיימינג 2.0 דיזל אוקטביה מ05,,,,,,['Skoda'],,Skoda: Octavia,,,,,,2.0 L,Diesel,Engine,,,,Timing Belt Kit,,,2005,
סט טיימינג 307 + 206 מ01,,,,,,['Peugeot'],"['סט טיימינג 307', '206 מ01']","Peugeot: 206, Peugeot: 307",,,,,,,,Engine,,,,Timing Belt Kit,,,2001,
סט טיימינג B4 + אמפריזה 4 קמשפט,,,,,,['Subaru'],"['סט טיימינג B4', 'אמפריזה 4 קמשפט']","Subaru: Impreza, Subaru: Legacy B4",,,,,,,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג CAX אוקטביה 1.4,,,,,,['Skoda'],,Skoda: Octavia,,,,,CAX,1.4 L,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג CBZ 1.2,,,,,,[],,,,,,,CBZ,1.2 L,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג CDA 1.8,,,,,,[],,,,,,,CDA,1.8 L,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג CGG פביה + פולו,,,,,,"['Volkswagen', 'Skoda']","['סט טיימינג CGG פביה', 'פולו']","Volkswagen: Polo, Skoda: Fabia",,,,,CGG,1.4 L,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג אוקטביה 1.5 מ17,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.5 L,,Engine,,,,Timing Belt Kit,,,2017,
סט טיימינג אוקטביה בנזין,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,Gasoline,Engine,,,,Timing Belt Kit,,,,
סט טיימינג אוקטביה מ10 1.6 + 2.0 דיזל,,,,,,['Skoda'],"['סט טיימינג אוקטביה מ10 1.6', '2.0 דיזל']",Skoda: Octavia,,,,,,1.6 L,Diesel,Engine,,,,Timing Belt Kit,,,2010,
סט טיימינג אוקטביה מ13 1.6 דיזל,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.6 L,Diesel,Engine,,,,Timing Belt Kit,,,2013,
סט טיימינג אוקטביה מ13 145250 שן,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Engine,,,,Timing Belt Kit,,,2013,
סט טיימינג אוקטביה מ20 דיזל,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,Diesel,Engine,,,,Timing Belt Kit,,,2020,
סט טיימינג אוקטביה מ22 2.0 דיזל,,,,,,['Skoda'],,Skoda: Octavia,,,,,,2.0 L,Diesel,Engine,,,,Timing Belt Kit,,,2022,
סט טיימינג אקסנט + גטס,,,,,,['Hyundai'],"['סט טיימינג אקסנט', 'גטס']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג ברלינגו 1.6 מ10,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,1.6 L,,Engine,,,,Timing Belt Kit,,,2010,
סט טיימינג גטס + אקסנט מ07,,,,,,['Hyundai'],"['סט טיימינג גטס', 'אקסנט מ07']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Engine,,,,Timing Belt Kit,,,2007,
סט טיימינג גרנד קופה מ19 נפח 1.5,,,,,,['Renault'],,Renault: Grand Coupe,,,,,,1.5 L,,Engine,,,,Timing Belt Kit,,,2019,
סט טיימינג דוקטו 2.3 מ03,,,,,,['Fiat'],,Fiat: Ducato,,,,,,2.3 L,,Engine,,,,Timing Belt Kit,,,2003,
סט טיימינג הנטר,,,,,,['Mitsubishi'],,Mitsubishi: Hunter,,,,,,,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג ויגו + לנדקרוזר 97 250 שו,,,,,,['Toyota'],"['סט טיימינג ויגו', 'לנדקרוזר 97 250 שו']","Toyota: Hilux Vigo, Toyota: Land Cruiser",,,,,,,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג סנטה פה מ07 + טוסון נפח 2.7,,,,,,['Hyundai'],"['סט טיימינג סנטה פה מ07', 'טוסון נפח 2.7']","Hyundai: Tucson, Hyundai: Santa Fe",,,,,,2.7 L,,Engine,,,,Timing Belt Kit,,,2007,
סט טיימינג ספורטאג + קונה,,,,,,"['Kia', 'Hyundai']","['סט טיימינג ספורטאג', 'קונה']","Hyundai: Kona, Kia: Sportage",,,,,,,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג פולו + פביה,,,,,,"['Volkswagen', 'Skoda']","['סט טיימינג פולו', 'פביה']","Volkswagen: Polo, Skoda: Fabia",,,,,,,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Engine,,,,Timing Belt Kit,,,2006,
סט טיימינג פיגו נפח 1.2,,,,,,['Peugeot'],,,,,,,,1.2 L,,Engine,,,,Timing Belt Kit,,,,
סט טיימינג פיקנטו מ11,,,,,,['Kia'],,Kia: Picanto,,,,,,,,Engine,,,,Timing Belt Kit,,,2011,
סט טיימינג קנגו 1.5 מ14,,,,,,['Renault'],,Renault: Kangoo,,,,,,1.5 L,,Engine,,,,Timing Belt Kit,,,2014,
סט טיימנג אוקטביה נפח 2.0  160 250 שן,,,,,,['Skoda'],,Skoda: Octavia,,,,,,2.0 L,,Engine,,,,Timing Belt Kit,,,,
סט מצמד 7 הילוכים DSG,,,,,,[],,,,,,,DSG,2.0 L,,Drivetrain,,,,Clutch Kit,DSG,,,
סט מצמד I10 מ09 + נפח 1.2 מ12 I20,,,,,,['Hyundai'],"['סט מצמד I10 מ09', 'נפח 1.2 מ12 I20']","Hyundai: i10, Hyundai: i20",,,,,,1.2 L,,Drivetrain,,,,Clutch Kit,,,2009,
סט מצמד אופטימה + I30 + סיד מ16,,,,,,"['Kia', 'Hyundai']","['סט מצמד אופטימה', 'I30', 'סיד מ16']","Hyundai: i30, Kia: Ceed, Kia: Optima",,,,,,,,Drivetrain,,,,Clutch Kit,,,2016,
סט מצמד אוקטביה 1.5 מ17,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.5 L,,Drivetrain,,,,Clutch Kit,,,2017,
סט מצמד אוקטביה עד 12 ישן,,,,,,['Skoda'],,Skoda: Octavia,,,,,,,,Drivetrain,,,,Clutch Kit,,,,2012
סט מצמד ברלינגו מ11,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Drivetrain,,,,Clutch Kit,,,2011,
סט מצמד גטס,,,,,,['Hyundai'],,Hyundai: Getz,,,,,,,,Drivetrain,,,,Clutch Kit,,,,
סט מצמד דימקס עד 11,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Drivetrain,,,,Clutch Kit,,,,2011
סט מצמד מקורי ברלינגו מ15,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Drivetrain,,,,Clutch Kit,,,2015,
סט מצמד פנדה + FIAT500,,,,,,['Fiat'],"['סט מצמד פנדה', 'FIAT500']",Fiat: Panda,,,,,,,,Drivetrain,,,,Clutch Kit,,,,
סט מצמד קורולה מ08 רובוטי,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Drivetrain,,,,Clutch Kit,Robotic,,2008,
סט מצמד קנגו 1.5 מ18,,,,,,['Renault'],,Renault: Kangoo,,,,,,1.5 L,,Drivetrain,,,,Clutch Kit,,,2018,
סט רצועוצ אקסנט מ07 + גטס,,,,,,['Hyundai'],"['סט רצועוצ אקסנט מ07', 'גטס']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Engine,,,,Belt Kit,,,2007,
סט רצועות גטס + אקסנט מ07,,,,,,['Hyundai'],"['סט רצועות גטס', 'אקסנט מ07']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Engine,,,,Belt Kit,,,2007,
סט רצועות דימקס מ12,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Engine,,,,Belt Kit,,,2012,
סט רצועות דימקס עד 07,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Engine,,,,Belt Kit,,,,2007
סט רצועות היילקס,,,,,,['Toyota'],,Toyota: Hilux,,,,,,,,Engine,,,,Belt Kit,,,,
סט רצועות הנטר,,,,,,['Mitsubishi'],,Mitsubishi: Hunter,,,,,,,,Engine,,,,Belt Kit,,,,
סט רצועות טרנו + וינר 2.7,,,,,,"['Isuzu', 'Nissan']","['סט רצועות טרנו', 'וינר 2.7']","Nissan: Terrano, Isuzu: Trooper",,,,,,2.7 L,,Engine,,,,Belt Kit,,,,
סט רצועות פוקוס מ06,,,,,,['Ford'],,Ford: Focus,,,,,,,,Engine,,,,Belt Kit,,,2006,
סט רצועות קינג,,,,,,['Mazda'],,Mazda: Kingcab,,,,,,,,Engine,,,,Belt Kit,,,,
סט שלייף גטס + אקסנט מ07,,,,,,['Hyundai'],"['סט שלייף גטס', 'אקסנט מ07']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Engine,,,,Engine Rebuild Kit,,,2007,
סט שלייף גטס + אקסנט עד 06,,,,,,['Hyundai'],"['סט שלייף גטס', 'אקסנט עד 06']","Hyundai: Accent, Hyundai: Getz",,,,,,,,Engine,,,,Engine Rebuild Kit,,,,2006
סט שרשרת טיימינג CBZ 1.2 + 1.4,,,,,,[],"['סט שרשרת טיימינג CBZ 1.2', '1.4']",,,,,,CBZ,1.2 L,,Engine,,,,Timing Chain Kit,,,,
סט שרשרת פיקנטו 1.2 מ11,,,,,,['Kia'],,Kia: Picanto,,,,,,1.2 L,,Engine,,,,Timing Chain Kit,,,2011,
סט שרשרת קורולה מ08,,,,,,['Toyota'],,Toyota: Corolla,,,,,,,,Engine,,,,Timing Chain Kit,,,2008,
סט תיקון ידית הילוכים סקודה,,,,,,['Skoda'],,,,,,,,,,,,,,,,,,
סליל כרית אויר I20 מ12,,,,,,['Hyundai'],,Hyundai: i20,,,,,,,,Safety,,,,Airbag Clock Spring,,,2012,
סליל כרית אויר I20 עד 12,,,,,,['Hyundai'],,Hyundai: i20,,,,,,,,Safety,,,,Airbag Clock Spring,,,,2012
סליל כרית אויר I25 מ11,,,,,,['Hyundai'],,Hyundai: i25,,,,,,,,Safety,,,,Airbag Clock Spring,,,2011,
סליל כרית אויר I35 מ11,,,,,,['Hyundai'],,Hyundai: i35,,,,,,,,Safety,,,,Airbag Clock Spring,,,2011,
סליל כרית אויר אופטימה,,,,,,['Kia'],,Kia: Optima,,,,,,,,Safety,,,,Airbag Clock Spring,,,,
סליל כרית אויר וולסטר + פורטה מ13,,,,,,"['Kia', 'Hyundai']","['סליל כרית אויר וולסטר', 'פורטה מ13']","Kia: Forte, Hyundai: Veloster",,,,,,,,Safety,,,,Airbag Clock Spring,,,2013,
סליל כרית אויר ויגו מ06,,,,,,['Toyota'],,Toyota: Hilux Vigo,,,,,,,,Safety,,,,Airbag Clock Spring,,,2006,
סליל כרית אויר סנטה פה,,,,,,['Hyundai'],,Hyundai: Santa Fe,,,,,,,,Safety,,,,Airbag Clock Spring,,,,
סליל כרית אויר ריו מ12,,,,,,['Kia'],,Kia: Rio,,,,,,,,Safety,,,,Airbag Clock Spring,,,2012,
סעפת יניקה  1.8 CDA,,,,,,[],,,,,,,CDA,1.8 L,,,,,,,,,,
עד 10 SX4 פ.אויר,,,,,,['Suzuki'],,Suzuki: SX4,,,,,,,,Filter,,,,Air Filter,,,,2010
עד 11 I20 פ.מזגן,,,,,,['Hyundai'],,Hyundai: i20,,,,,,,,Filter,,,,AC Filter,,,,2011
עד 11 I30 מאורר עם נגד,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Cooling,,,,Radiator Fan,,,,2011
עד 11 I30 פ.אויר,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Filter,,,,Air Filter,,,,2011
עד 11 I30 רדיאטור,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Cooling,,,,Radiator,,,,2011
עד 11 I30 ת.בולם,,,,,,['Hyundai'],,Hyundai: i30,,,,,,,,Suspension,,,,Shock Absorber Bushing,,,,2011
עד14  i20 פ.אויר,,,,,,[],,,,,,,,,,Filter,,,,Air Filter,,,,
עם חיישן פ.סולר ספרינטר מ07,,,,,,['Mercedes'],,Mercedes: Sprinter,,,,,,,Diesel,Filter,,,,Fuel Filter (Diesel),,,2007,
ערכת חיווט איוניק,,,,,,['Hyundai'],,Hyundai: Ioniq,,,,,,,,Electrical,,,,Wiring Harness Kit,,,,
פ.אויר 206 + 307,,,,,,['Peugeot'],"['פ.אויר 206', '307']","Peugeot: 206, Peugeot: 307",,,,,,,,Filter,,,,Air Filter,,,,
פ.אויר 207 מ06 + C3 + 301,,,,,,"['Citroen', 'Peugeot']","['פ.אויר 207 מ06', 'C3', '301']","Citroen: C3, Peugeot: 207, Peugeot: 301",,,,,,,,Filter,,,,Air Filter,,,2006,
פ.אויר 207+ 308 + C4 מ08,,,,,,"['Citroen', 'Peugeot']","['פ.אויר 207', '308', 'C4 מ08']","Citroen: C4, Peugeot: 207, Peugeot: 308",,,,,,,,Filter,,,,Air Filter,,,2008,
פ.אויר A4 + A5 מ15,,,,,,['Audi'],"['פ.אויר A4', 'A5 מ15']","Audi: A4, Audi: A5",,,,,,,,Filter,,,,Air Filter,,,2015,
פ.אויר A4 A5 + Q5 מ08,,,,,,['Audi'],"['פ.אויר A4 A5', 'Q5 מ08']","Audi: A4, Audi: A5, Audi: Q5",,,,,,,,Filter,,,,Air Filter,,,2008,
פ.אויר A4 מ16 + מ16 A5 + Q5,,,,,,['Audi'],"['פ.אויר A4 מ16', 'מ16 A5', 'Q5']","Audi: A4, Audi: A5, Audi: Q5",,,,,,,,Filter,,,,Air Filter,,,2016,
פ.אויר A6 A7 + A8 מ11 גליל,,,,,,['Audi'],"['פ.אויר A6 A7', 'A8 מ11 גליל']","Audi: A6, Audi: A7, Audi: A8",,,,,,,,Filter,,,,Air Filter,,,2011,
פ.אויר I10 מ10 נפח 1.1,,,,,,['Hyundai'],,Hyundai: i10,,,,,,1.1 L,,Filter,,,,Air Filter,,,2010,
פ.אויר Q8 + מ15 Q7,,,,,,['Audi'],"['פ.אויר Q8', 'מ15 Q7']","Audi: Q7, Audi: Q8",,,,,,,,Filter,,,,Air Filter,,,2015,
פ.אויר אדג מ07 + אקספלורר 3.5 מ12,,,,,,['Ford'],"['פ.אויר אדג מ07', 'אקספלורר 3.5 מ12']","Ford: Edge, Ford: Explorer",,,,,,3.5 L,,Filter,,,,Air Filter,,,2007,
פ.אויר אוקטביה מ13 1.2 + 1.4 שני חורים,,,,,,['Skoda'],"['פ.אויר אוקטביה מ13 1.2', '1.4 שני חורים']",Skoda: Octavia,,,,,,1.2 L,,Filter,,,,Air Filter,,,2013,
פ.אויר אוקטביה מ13 CJS 1.8 + 2.0,,,,,,['Skoda'],"['פ.אויר אוקטביה מ13 CJS 1.8', '2.0']",Skoda: Octavia,,,,,CJS,1.8 L,,Filter,,,,Air Filter,,,2013,
פ.אויר אוקטביה מ17 1.5,,,,,,['Skoda'],,Skoda: Octavia,,,,,,1.5 L,,Filter,,,,Air Filter,,,2017,
פ.אויר אטראג + ספייס סטאר מ13,,,,,,['Mitsubishi'],"['פ.אויר אטראג', 'ספייס סטאר מ13']","Mitsubishi: Attrage, Mitsubishi: Space Star",,,,,,,,Filter,,,,Air Filter,,,2013,
פ.אויר איבו מ11 + סוניק מ12,,,,,,['Chevrolet'],"['פ.אויר איבו מ11', 'סוניק מ12']",Chevrolet: Sonic,,,,,,,,Filter,,,,Air Filter,,,2011,
פ.אויר איביזה מ16 נפח 1.0,,,,,,['Seat'],,Seat: Ibiza,,,,,,1.0 L,,Filter,,,,Air Filter,,,2016,
פ.אויר איגניס מ20 נפח 1.2 היבריד,,,,,,['Suzuki'],,Suzuki: Ignis,,,,,,1.2 L,Hybrid,Filter,,,,Air Filter,,,2020,
פ.אויר איגניס,,,,,,['Suzuki'],,Suzuki: Ignis,,,,,,,,Filter,,,,Air Filter,,,,
פ.אויר איוניק מ16,,,,,,['Hyundai'],,Hyundai: Ioniq,,,,,,,,Filter,,,,Air Filter,,,2016,
פ.אויר אלנטרה מ16,,,,,,['Hyundai'],,Hyundai: Elantra,,,,,,,,Filter,,,,Air Filter,,,2016,
פ.אויר אלנטרה מ21,,,,,,['Hyundai'],,Hyundai: Elantra,,,,,,,,Filter,,,,Air Filter,,,2021,
פ.אויר אלפא סטלביו 2.0 מ16,,,,,,['Alfa Romeo'],,Alfa Romeo: Stelvio,,,,,,2.0 L,,Filter,,,,Air Filter,,,2016,
פ.אויר אנסייט מ09,,,,,,[],,,,,,,,,,Filter,,,,Air Filter,,,2009,
פ.אויר אסטרה מ15 + קרוז 1.4 מ17,,,,,,"['Opel', 'Chevrolet']","['פ.אויר אסטרה מ15', 'קרוז 1.4 מ17']","Opel: Astra, Chevrolet: Cruze",,,,,,1.4 L,,Filter,,,,Air Filter,,,2015,
פ.אויר אקווינוקס 1.5 מ18,,,,,,['Chevrolet'],,Chevrolet: Equinox,,,,,,1.5 L,,Filter,,,,Air Filter,,,2018,
פ.אויר אקורד 2.4 + 2.0 מ03,,,,,,['Honda'],"['פ.אויר אקורד 2.4', '2.0 מ03']",Honda: Accord,,,,,,2.4 L,,Filter,,,,Air Filter,,,2003,
פ.אויר אקורד מ14 היבריד,,,,,,['Honda'],,Honda: Accord,,,,,,,Hybrid,Filter,,,,Air Filter,,,2014,
פ.אויר אקליס קרוס מ17,,,,,,[],,,,,,,,,,Filter,,,,Air Filter,,,2017,
פ.אויר אקליפס קרוס 1.5 מ18,,,,,,['Mitsubishi'],,"Mitsubishi: Eclipse, Mitsubishi: Eclipse Cross",,,,,,1.5 L,,Filter,,,,Air Filter,,,2018,
פ.אויר אקסנט מ07,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Filter,,,,Air Filter,,,2007,
פ.אויר אקסנט עד 06,,,,,,['Hyundai'],,Hyundai: Accent,,,,,,,,Filter,,,,Air Filter,,,,2006
פ.אויר ב.מ.וו מ13 X3 + X4 + X5,,,,,,['BMW'],"['פ.אויר ב.מ.וו מ13 X3', 'X4', 'X5']","BMW: X3, BMW: X4, BMW: X5",,,,,,,,Filter,,,,Air Filter,,,2013,
פ.אויר ב.מ.וו סדרה 1 + 2 + 3 + 4 מ15,,,,,,['BMW'],"['פ.אויר ב.מ.וו סדרה 1', '2', '3', '4 מ15']",BMW: 1 Series,,,,,,,,Filter,,,,Air Filter,,,2015,
פ.אויר באלנו מ15,,,,,,['Suzuki'],,Suzuki: Baleno,,,,,,,,Filter,,,,Air Filter,,,2015,
פ.אויר בוקסר מ21 + דוקטו מ21,,,,,,"['Peugeot', 'Fiat']","['פ.אויר בוקסר מ21', 'דוקטו מ21']","Fiat: Ducato, Peugeot: Boxer",,,,,,,,Filter,,,,Air Filter,,,2021,
פ.אויר ברלינגו מ10,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Filter,,,,Air Filter,,,2010,
פ.אויר ברלינגו מ15,,,,,,['Citroen'],,Citroen: Berlingo,,,,,,,,Filter,,,,Air Filter,,,2015,
פ.אויר ברלינגו מ19 + 5008 + 3008 מ18,,,,,,"['Citroen', 'Peugeot']","['פ.אויר ברלינגו מ19', '5008', '3008 מ18']","Citroen: Berlingo, Peugeot: 3008, Peugeot: 5008",,,,,,,,Filter,,,,Air Filter,,,2019,
פ.אויר ג.ויטרה מ06,,,,,,['Suzuki'],,"Suzuki: Vitara, Suzuki: Grand Vitara",,,,,,,,Filter,,,,Air Filter,,,2006,
פ.אויר ג.ויטרה מ09,,,,,,['Suzuki'],,"Suzuki: Vitara, Suzuki: Grand Vitara",,,,,,,,Filter,,,,Air Filter,,,2009,
פ.אויר גאז 06-08,,,,,,[],,,,,,,,,,Filter,,,,Air Filter,,,2006,2008
פ.אויר גאז מ09,,,,,,[],,,,,,,,,,Filter,,,,Air Filter,,,2009,
פ.אויר גאז מ15,,,,,,[],,,,,,,,,,Filter,,,,Air Filter,,,2015,
פ.אויר גולף מ06 גליל,,,,,,['Volkswagen'],,Volkswagen: Golf,,,,,,,,Filter,,,,Air Filter,,,2006,
פ.אויר גוק 1.6,,,,,,['Nissan'],,Nissan: Juke,,,,,,1.6 L,,Filter,,,,Air Filter,,,,
פ.אויר גוק מ19 + מיקרה מ18,,,,,,['Nissan'],"['פ.אויר גוק מ19', 'מיקרה מ18']","Nissan: Juke, Nissan: Micra",,,,,,,,Filter,,,,Air Filter,,,2019,
פ.אויר גטס,,,,,,['Hyundai'],,Hyundai: Getz,,,,,,,,Filter,,,,Air Filter,,,,
פ.אויר גימיני מ98,,,,,,['Suzuki'],,Suzuki: Jimny,,,,,,,,Filter,,,,Air Filter,,,2098,
פ.אויר גמפי מ07 נפח 2.0,,,,,,['Citroen'],,Citroen: Jumpy,,,,,,2.0 L,,Filter,,,,Air Filter,,,2007,
פ.אויר גמפי מ16 נפח 2.0,,,,,,['Citroen'],,Citroen: Jumpy,,,,,,2.0 L,,Filter,,,,Air Filter,,,2016,
פ.אויר גרנד צירוקי נפח 3.2 מ15,,,,,,['Jeep'],,Jeep: Grand Cherokee,,,,,,3.2 L,,Filter,,,,Air Filter,,,2015,
פ.אויר גרנדיס מ04,,,,,,['Mitsubishi'],,Mitsubishi: Grandis,,,,,,,,Filter,,,,Air Filter,,,2004,
פ.אויר דובלו נפח 1.3 מ10,,,,,,['Fiat'],,Fiat: Doblo,,,,,,1.3 L,,Filter,,,,Air Filter,,,2010,
פ.אויר דודג ראם מ09,,,,,,['Dodge'],,Dodge: Ram,,,,,,,,Filter,,,,Air Filter,,,2009,
פ.אויר דוקטו 2.2 מ21,,,,,,['Fiat'],,Fiat: Ducato,,,,,,2.2 L,,Filter,,,,Air Filter,,,2021,
פ.אויר דוקטו מ07,,,,,,['Fiat'],,Fiat: Ducato,,,,,,,,Filter,,,,Air Filter,,,2007,
פ.אויר דימקס מ12 מרובע,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Filter,,,,Air Filter,,,2012,
פ.אויר דימקס עד 07,,,,,,['Isuzu'],,Isuzu: D-Max,,,,,,,,Filter,,,,Air Filter,,,,2007
פ.אויר האנטר מ07 מקורי,,,,,,['Mitsubishi'],,Mitsubishi: Hunter,,,,,,,,Filter,,,,Air Filter,,,2007,
פ.אויר היילקס עד 97,,,,,,['Toyota'],,Toyota: Hilux,,,,,,,,Filter,,,,Air Filter,,,,2097
